duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,1,0,0,-0.0117163,0.0014764,-4.98103e-05,0,0,0,0,0,-0.0156067,0.00350439,-0.000204611,0,0,0.5,0,0,4.59544e-11,-1.11156e-11,9.861e-13,0,0,0,0,0,0,0,0,0,0,
1,0.98971,-0.0294925,-0.0267887,-0.00630881,0.00122737,-4.98073e-05,0,0,-0.0123069,-0.0338256,-0.0278398,-0.00363523,0.00248133,-0.000204609,0,0,0.5,9.86971e-11,8.11493e-11,1.04725e-11,-7.95541e-12,1.38689e-12,0,0,0,0,0,0,0,0,0,0,
1,0.928298,-0.0973358,-0.038849,-0.0018974,0.000978347,-4.98098e-05,0,0,-0.0753308,-0.0915086,-0.0259036,0.004244,0.00145829,-0.000204612,0,0,0.5,2.66149e-10,8.1827e-11,-1.94298e-11,2.66986e-12,-1.82687e-12,0,0,0,0,0,0,0,0,0,0,
1,0.791144,-0.177062,-0.0391692,0.00151787,0.000729331,-4.98134e-05,0,0,-0.187245,-0.125774,-0.00646795,0.00803105,0.000435219,-0.000204607,0,0,0.5,3.73038e-10,1.90123e-11,-2.13785e-11,4.12115e-13,-4.36318e-13,0,0,0,0,0,0,0,0,0,0,
1,0.577111,-0.248178,-0.0307377,0.00393709,0.000480247,-4.97987e-05,0,0,-0.311225,-0.113899,0.0181905,0.00772585,-0.000587819,-0.000204613,0,0,0.5,3.46417e-10,-4.36948e-11,-2.04414e-11,1.48059e-12,4.92828e-13,0,0,0,0,0,0,0,0,0,0,
1,0.302562,-0.29617,-0.016543,0.00536011,0.000231242,-4.98029e-05,0,0,-0.4,-0.0577144,0.035795,0.00332845,-0.00161087,0.000101288,0,0,0.5,2.05786e-10,-9.1263e-11,-1.21734e-11,3.46612e-12,-3.02869e-13,0,0,0,0,0,0,0,0,0,0,
1,-0.00460942,-0.3125,0.000426791,0.00578704,-1.77841e-05,-4.66439e-05,0,0,-0.420101,0.0179238,0.0371279,-0.00210214,-0.00110446,0.000110779,0,0,0.5,-7.87814e-13,-1.0923e-10,1.00364e-13,2.7307e-12,6.35048e-14,0,0,0,0,0,0,0,0,0,0,
1,-0.31096,-0.29459,0.0172148,0.00524948,-0.000251034,-4.6631e-05,0,0,-0.368145,0.0820093,0.0253025,-0.00541218,-0.000550573,0.000110772,0,0,0.5,-2.08153e-10,-8.97229e-11,1.04325e-11,4.91918e-12,-1.27565e-12,0,0,0,0,0,0,0,0,0,0,
1,-0.583383,-0.245649,0.0309906,0.00377899,-0.000484231,-4.66419e-05,0,0,-0.266685,0.114729,0.00687028,-0.00650675,3.29661e-06,0.000110771,0,0,0.5,-3.4245e-10,-4.16707e-11,1.48024e-11,5.93348e-12,-1.7697e-12,0,0,0,0,0,0,0,0,0,0,
1,-0.794793,-0.174501,0.0389558,0.00137559,-0.000717425,-4.66502e-05,0,0,-0.151478,0.109517,-0.0115225,-0.00538585,0.00055716,0.000110771,0,0,0.5,-3.67649e-10,1.72884e-11,2.20348e-11,6.62137e-13,-1.44784e-12,0,0,0,0,0,0,0,0,0,0,
1,-0.929727,-0.0955654,0.0383115,-0.00196064,-0.000950663,-4.66479e-05,0,0,-0.0582014,0.0730968,-0.0232293,-0.00204949,0.00111101,0.000110775,0,0,0.5,-2.71395e-10,7.76277e-11,8.44924e-12,-5.8753e-13,-1.57263e-12,0,0,0,0,0,0,0,0,0,0,
1,-0.989939,-0.0288602,0.0262591,-0.00622975,-0.00118392,-4.6637e-05,0,0,-0.0091616,0.0254876,-0.021604,0.00350231,0.00166488,0.000110772,0,0,0.5,-1.00318e-10,8.21085e-11,-1.15499e-11,-5.52181e-12,-1.43396e-12,0,0,0,0,0,0,0,0,0,0,
